web-scraper-order,web-scraper-start-url,Chaussure,Chaussure-href,type_chaussure,prix,adresse,Image-src
"1739320046-7937","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-tommy-hilfiger-4233652","Baskets Tommy Hilfiger","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4233652_uploaded_image1_1685301700.jpg"
"1739320049-7938","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-jordan-one-dunks-low-4233655","Baskets Air Jordan One Dunks Low","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4233655_uploaded_image1_1685301897.jpg"
"1739320052-7939","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-550-4233659","Baskets New Balance 550","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4233659_uploaded_image1_1685302030.jpg"
"1739320054-7940","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-4233666","Mocassins homme","12 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4986477_uploaded_image1_1728552713.jpg"
"1739320057-7941","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nikecraft-4233671","Baskets NikeCraft","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4233671_uploaded_image1_1685303102.jpg"
"1739320059-7942","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-4-4234394","Baskets Air Jordan 4","20 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4439225_uploaded_image1_1698870006.jpg"
"1739320062-7943","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-4235586","Baskets  Adidas","27 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4235586_uploaded_image1_1685450131.jpg"
"1739320064-7944","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-13-retro-4201870","Baskets Jordan 13 Rétro","17 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4201870_uploaded_image1_1683199114.jpg"
"1739320067-7945","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4205298","Chaussures  homme Dior","20 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179616_uploaded_image1_1739215885.jpg"
"1739320069-7946","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-et-meuble-4200522","Chaussures hommes et meuble","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_4200522_uploaded_image1_1683123041.jpg"
"1739320071-7947","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4224662","Chaussures  homme Dior","20 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179616_uploaded_image1_1739215885.jpg"
"1739320074-7948","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4205880","Chaussures  homme Dior","20 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179616_uploaded_image1_1739215885.jpg"
"1739320076-7949","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4205887","Chaussures  homme Dior","20 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179616_uploaded_image1_1739215885.jpg"
"1739320079-7950","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4205897","Chaussures  homme Dior","20 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179616_uploaded_image1_1739215885.jpg"
"1739320081-7951","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4201364","Chaussures  homme Dior","20 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179616_uploaded_image1_1739215885.jpg"
"1739320084-7952","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-aire-jordan-nike-4236620","Baskets  Aire Jordan Nike","14 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4236620_uploaded_image1_1685516305.jpg"
"1739320086-7953","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4236692","Chaussures homme","5 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4833341_uploaded_image1_1720484788.jpg"
"1739320089-7954","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4197779","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739320091-7955","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4237448","Chaussures homme","25 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5136509_uploaded_image1_1736959053.jpg"
"1739320093-7956","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4210820","Chaussures  homme Dior","20 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179616_uploaded_image1_1739215885.jpg"
"1739320096-7957","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4206672","Chaussures  homme Dior","20 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179616_uploaded_image1_1739215885.jpg"
"1739320098-7958","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4202869","Chaussures  homme Dior","20 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179616_uploaded_image1_1739215885.jpg"
"1739320100-7959","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4202885","Chaussures  homme Dior","20 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179616_uploaded_image1_1739215885.jpg"
"1739320103-7960","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-4206865","Baskets homme","6 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4994331_uploaded_image1_1728979413.jpg"
"1739320105-7961","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-all-star-4239749","Baskets All Star","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4322751_uploaded_image1_1691217558.jpg"
"1739320108-7962","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-stan-smith-4239753","Baskets Adidas Stan Smith","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4987482_uploaded_image1_1728589310.jpg"
"1739320111-7963","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-cortez-4239756","Baskets  Nike Cortez","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4239756_uploaded_image1_1685695175.jpg"
"1739320113-7964","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-reebok-4239759","Baskets Reebok","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4239759_uploaded_image1_1685695243.jpg"
"1739320116-7965","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4201311","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739320118-7966","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4201307","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739320120-7967","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4201313","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739320123-7968","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4201318","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739320125-7969","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4201326","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739320128-7970","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-4244395","Baskets homme","20 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_4249965_uploaded_image1_1686332997.jpg"
"1739320130-7971","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4206783","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739320133-7972","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4206787","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739320135-7973","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4245887","Chaussures  Air Jordan","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179168_uploaded_image1_1739198279.jpg"
"1739320138-7974","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-night-4246864","Baskets Night","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4246864_uploaded_image1_1686159376.jpg"
"1739320140-7975","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-4246885","Baskets homme","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4246885_uploaded_image1_1686159911.jpg"
"1739320143-7976","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-4247189","Baskets homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5113372_uploaded_image1_1735596783.jpg"
"1739320145-7977","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-4247239","Sandales homme","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4932549_uploaded_image1_1725710116.jpg"
"1739320147-7978","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-orthopediques-4247278","Chaussures orthopédiques","10 000 CFA","Sicap foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4247278_uploaded_image2_1686180229.jpeg"
"1739320150-7979","https://sn.coinafrique.com/categorie/chaussures-homme?page=25","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-jordan-4248715","Baskets Nike Air Jordan","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4248715_uploaded_image2_1686261530.jpeg"
"1739320156-7980","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-force-1-4249934","Baskets Air Force 1","18 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_4249934_uploaded_image1_1686331980.jpg"
"1739320158-7981","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-4249960","Baskets homme","20 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_4249965_uploaded_image1_1686332997.jpg"
"1739320161-7982","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-4249965","Baskets homme","20 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_4249965_uploaded_image1_1686332997.jpg"
"1739320163-7983","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/souliers-homme-4249970","Souliers homme","25 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_4737495_uploaded_image1_1715386955.jpg"
"1739320166-7984","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-vans-homme-4249974","Chaussures Vans homme","15 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_4249974_uploaded_image1_1686333272.jpg"
"1739320168-7985","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-4250769","Baskets Jordan","30 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5071859_uploaded_image1_1733154927.jpg"
"1739320170-7986","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4250781","Chaussures hommes","15 000 CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5178703_uploaded_image1_1739182394.jpg"
"1739320173-7987","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-4251003","Babouches homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4251003_uploaded_image1_1686405878.jpg"
"1739320175-7988","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4213668","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739320178-7989","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4213639","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739320180-7990","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-marocain-4252135","Babouches marocain","7 000 CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4252135_uploaded_image1_1686500290.jpg"
"1739320183-7991","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4252858","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739320185-7992","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-converse-4253295","Chaussures Converse","18 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4253295_uploaded_image1_1686575522.jpg"
"1739320188-7993","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4253375","Chaussures homme","25 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5138404_uploaded_image1_1737043207.jpg"
"1739320190-7994","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/souliers-homme-4253720","Souliers homme","20 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4253720_uploaded_image1_1686592475.jpg"
"1739320193-7995","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-11-4253721","Baskets Jordan 11","25 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4253721_uploaded_image1_1686592536.jpg"
"1739320195-7996","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-4253724","Baskets New Balance","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4383191_uploaded_image2_1695156169.jpeg"
"1739320198-7997","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-balanciaga-4253726","Baskets Balanciaga","18 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4253726_uploaded_image1_1686592680.jpg"
"1739320200-7998","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4254295","Chaussures homme","3 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4757270_uploaded_image1_1716420097.jpg"
"1739320203-7999","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-4255181","Mocassins homme","15 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5125547_uploaded_image1_1736357092.jpg"
"1739320205-8000","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-4255182","Mocassins homme","15 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5125547_uploaded_image1_1736357092.jpg"
"1739320208-8001","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-4255185","Mocassins homme","15 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5125547_uploaded_image1_1736357092.jpg"
"1739320210-8002","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-4255187","Mocassins homme","15 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5125547_uploaded_image1_1736357092.jpg"
"1739320213-8003","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-all-star-4255188","Baskets All Star","18 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4255188_uploaded_image1_1686678241.jpg"
"1739320215-8004","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-4255541","Babouches marocain","10 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4787832_uploaded_image1_1717966010.jpg"
"1739320218-8005","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4217144","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739320220-8006","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4217158","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739320223-8007","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4217157","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739320225-8008","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4217166","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739320228-8009","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4217171","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739320230-8010","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4217179","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739320232-8011","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4256409","Chaussures homme","25 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5138404_uploaded_image1_1737043207.jpg"
"1739320235-8012","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-4257628","Chaussures Vans","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4668566_uploaded_image1_1711925977.jpg"
"1739320238-8013","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-berlutti-4257638","Chaussures homme","30 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4770290_uploaded_image1_1717069736.jpg"
"1739320240-8014","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-4258447","Babouches marocaine","12 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4783580_uploaded_image1_1717715359.jpg"
"1739320242-8015","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4221710","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739320245-8016","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4221705","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739320247-8017","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4221740","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739320250-8018","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-cuir-4260485","Chaussures en cuir","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5149739_uploaded_image1_1737648314.jpg"
"1739320252-8019","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4223111","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739320255-8020","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4223115","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739320257-8021","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-jordan-13-grey-4261066","Baskets  Air Jordan 13 grey","15 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4261066_uploaded_image1_1687101460.jpg"
"1739320260-8022","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-orthopediques-4261476","Chaussures orthopédiques en cuir","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5166529_uploaded_image2_1738570827.jpeg"
"1739320262-8023","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4224433","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739320265-8024","https://sn.coinafrique.com/categorie/chaussures-homme?page=24","favorite_border1année","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-marocaines-4262190","Babouches marocaines","9 500 CFA","Damel, Dakar, Sénégal","https://images.coinafrique.com/thumb_4262190_uploaded_image1_1687182966.jpg"
