web-scraper-order,web-scraper-start-url,Chaussure,Chaussure-href,type_chaussure,prix,adresse,Image-src
"1739299308-1","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2324457","Chaussures Sebago","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg"
"1739299311-2","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2324459","Chaussures Sebago","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg"
"1739299313-3","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2324460","Chaussures Sebago","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg"
"1739299316-4","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2324461","Chaussures Sebago","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg"
"1739299318-5","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2324463","Chaussures Sebago","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg"
"1739299321-6","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2324465","Chaussures Sebago","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg"
"1739299323-7","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2324468","Chaussures Sebago","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg"
"1739299326-8","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2324471","Chaussures Sebago","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg"
"1739299329-9","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2324472","Chaussures Sebago","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg"
"1739299331-10","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2324474","Chaussures Sebago","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg"
"1739299334-11","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2324475","Chaussures Sebago","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg"
"1739299337-12","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2324479","Chaussures Sebago","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg"
"1739299339-13","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2324481","Chaussures Sebago","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg"
"1739299342-14","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-wallabies-2324521","Chaussures Wallabees","16 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4773175_uploaded_image1_1717197574.jpg"
"1739299344-15","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-2324523","Chaussures de ville","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5145826_uploaded_image1_1737473583.jpg"
"1739299347-16","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-wallabies-2324525","Chaussures Wallabees","16 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4773175_uploaded_image1_1717197574.jpg"
"1739299349-17","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2325252","Chaussures homme","23 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181267_uploaded_image1_1739298906.jpg"
"1739299352-18","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2325814","Baskets Nike glide noctra","30 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5002850_uploaded_image1_1729434066.jpg"
"1739299355-19","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-presto-2325819","Baskets","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2708236_uploaded_image1_1603224915.jpg"
"1739299357-20","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2325828","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739299360-21","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-2325841","Mocassins homme","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5103710_uploaded_image1_1734928509.jpg"
"1739299362-22","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-gazelles-2325849","Baskets Adidas Gazelle","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3165505_uploaded_image1_1623359326.jpg"
"1739299365-23","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/boots-2325856","Chaussures cuir homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3745796_uploaded_image1_1655406884.jpg"
"1739299367-24","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2325864","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739299370-25","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2325870","Baskets  Jordane 6","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4203569_uploaded_image1_1683283931.jpg"
"1739299373-26","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2325872","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739299375-27","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2325887","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739299378-28","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/boots-2325896","Chaussures cuir homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3745796_uploaded_image1_1655406884.jpg"
"1739299380-29","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-all-stars-2325900","Baskets All Star Converse","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5040993_uploaded_image1_1731455106.jpg"
"1739299383-30","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2325903","Baskets  Jordane 6","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4203569_uploaded_image1_1683283931.jpg"
"1739299385-31","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-stan-smith-2325912","Chaussures Stan Smith","13 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4866851_uploaded_image1_1722296937.jpg"
"1739299388-32","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-270-2326124","Baskets Nike 270","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326616_uploaded_image1_1592826415.jpg"
"1739299390-33","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-all-star-2326127","Baskets All Star Converse","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5040993_uploaded_image1_1731455106.jpg"
"1739299393-34","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-balenciaga-2326135","Baskets Balenciaga","50 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2932285_uploaded_image1_1612462567.jpg"
"1739299396-35","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-vapor-max-2326143","Chaussures Nike Vapor Max","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326606_uploaded_image1_1592826368.jpg"
"1739299398-36","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2326154","Baskets Nike glide noctra","30 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5002850_uploaded_image1_1729434066.jpg"
"1739299401-37","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2326306","Baskets  Jordane 6","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4203569_uploaded_image1_1683283931.jpg"
"1739299403-38","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-stan-smith-2326310","Chaussures Stan Smith","13 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4866851_uploaded_image1_1722296937.jpg"
"1739299406-39","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2326315","Baskets Nike glide noctra","30 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5002850_uploaded_image1_1729434066.jpg"
"1739299408-40","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-one-2326325","Baskets Jordan One","45 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3329787_uploaded_image1_1631382394.jpg"
"1739299410-41","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-270-2326331","Baskets Nike 270","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326616_uploaded_image1_1592826415.jpg"
"1739299413-42","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-270-2326333","Baskets Nike 270","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326616_uploaded_image1_1592826415.jpg"
"1739299416-43","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-af-1-2326339","Baskets Nike AF 1","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2344359_uploaded_image1_1593082655.jpg"
"1739299418-44","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-720-2326597","Baskets Nike 720 8","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326705_uploaded_image1_1592826899.jpg"
"1739299420-45","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-vapor-max-2326606","Chaussures Nike Vapor Max","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326606_uploaded_image1_1592826368.jpg"
"1739299423-46","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-270-2326616","Baskets Nike 270","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326616_uploaded_image1_1592826415.jpg"
"1739299426-47","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-2326633","Baskets Adidas","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5081254_uploaded_image1_1733601174.jpg"
"1739299428-48","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-alexander-mc-queen-2326642","Chaussures Alexander MC Queen","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326642_uploaded_image1_1592826519.jpg"
"1739299431-49","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-max-2326647","Baskets Nike Air Max 97","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005066_uploaded_image1_1615911615.jpg"
"1739299434-50","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-zoom-2326653","Baskets Nike Zoom","40 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3518805_uploaded_image1_1641873386.jpg"
"1739299436-51","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-200-2326658","Baskets Nike Air 200","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326658_uploaded_image1_1592826650.jpg"
"1739299439-52","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2326696","Baskets  Jordane 6","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4203569_uploaded_image1_1683283931.jpg"
"1739299441-53","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-720-8-2326705","Baskets Nike 720 8","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326705_uploaded_image1_1592826899.jpg"
"1739299444-54","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-2327256","Mocassins homme","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5103710_uploaded_image1_1734928509.jpg"
"1739299446-55","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/boots-homme-2327262","Chaussures cuir homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3745796_uploaded_image1_1655406884.jpg"
"1739299449-56","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-2327268","mocassin alden","18 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5145122_uploaded_image1_1737450413.jpg"
"1739299452-57","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-mc-queen-2327327","Baskets MC Queen","22 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2327327_uploaded_image1_1592831653.jpg"
"1739299454-58","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-2327334","Baskets Adidas","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5081254_uploaded_image1_1733601174.jpg"
"1739299457-59","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-af-2327346","Baskets Nike AF","18 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2346070_uploaded_image1_1593101224.jpg"
"1739299459-60","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2327351","Baskets  Jordane 6","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4203569_uploaded_image1_1683283931.jpg"
"1739299461-61","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-af-dior-2327356","Baskets Nike AF Dior","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2327356_uploaded_image1_1592831838.jpg"
"1739299464-62","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2327362","Baskets  Jordane 6","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4203569_uploaded_image1_1683283931.jpg"
"1739299467-63","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2327586","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739299471-64","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-2327625","Chaussures Timberland","17 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2483462_uploaded_image1_1595711688.jpg"
"1739299473-65","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/timberland-2327635","Timberland cuir homme","21 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3695039_uploaded_image1_1652472408.jpg"
"1739299476-66","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-tn-2328336","Baskets Nike TN","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4930602_uploaded_image1_1725607780.jpg"
"1739299478-67","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/wallabies-2328342","Chaussures Wallabees","16 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4773175_uploaded_image1_1717197574.jpg"
"1739299483-68","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-dior-2328358","Baskets Dior homme","30 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3242278_uploaded_image1_1627073921.jpg"
"1739299486-69","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-max-2328362","Baskets Air Max","35 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4110477_uploaded_image1_1677431755.jpg"
"1739299488-70","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-jordan-one-2328376","Chaussures Jordan one","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2328376_uploaded_image1_1592842428.jpg"
"1739299491-71","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-34-2328382","Baskets Jordan 34","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2328382_uploaded_image1_1592842507.jpg"
"1739299493-72","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2328396","Baskets Nike glide noctra","30 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5002850_uploaded_image1_1729434066.jpg"
"1739299496-73","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-wallabies-2328407","Chaussures Wallabees","16 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4773175_uploaded_image1_1717197574.jpg"
"1739299498-74","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-puma-2328409","Baskets Puma","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3247880_uploaded_image1_1627416265.jpg"
"1739299500-75","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-presto-2328412","Baskets Nike Presto","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2328412_uploaded_image1_1592842907.jpg"
"1739299504-76","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-2328419","Chaussures classiques Timberland","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2586990_uploaded_image1_1598816863.jpg"
"1739299507-77","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-2328424","Chaussures Nike airforce","14 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4774426_uploaded_image1_1717266824.jpg"
"1739299510-78","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-dior-2328429","Baskets Dior homme","30 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3242278_uploaded_image1_1627073921.jpg"
"1739299512-79","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-reebok-2328440","Chaussures Reebok","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4749757_uploaded_image1_1715997855.jpg"
"1739299515-80","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-2328444","Baskets New Balance","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2328444_uploaded_image1_1592843237.jpg"
"1739299518-81","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2328454","Baskets Nike glide noctra","30 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5002850_uploaded_image1_1729434066.jpg"
"1739299520-82","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2328458","Baskets Nike glide noctra","30 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5002850_uploaded_image1_1729434066.jpg"
"1739299523-83","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-2328461","mocassin alden","18 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5145122_uploaded_image1_1737450413.jpg"
"1739299525-84","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-reebok-2328467","Chaussures Reebok","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4749757_uploaded_image1_1715997855.jpg"
"1739299535-85","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2328478","Baskets  Jordane 6","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4203569_uploaded_image1_1683283931.jpg"
"1739299539-86","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-2328489","Baskets Nike Air Force","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4203575_uploaded_image1_1683284023.jpg"
"1739299542-87","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-puma-2328499","Baskets homme","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2971180_uploaded_image1_1614267179.jpg"
